"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	"Injury Intent"	"Injury Intent Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Texas"	"48"	"1983"	"1983"	"Shotgun"	"E955.1"	"Suicide"	"2"	"65-74 years"	"65-74"	11	881541	1.2 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Shotgun"	"E955.1"	"Suicide"	"2"	"75-84 years"	"75-84"	7	457720	1.5 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"15-19 years"	"15-19"	3	1310787	0.2 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"20-24 years"	"20-24"	12	1509682	0.8 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"25-34 years"	"25-34"	7	2890690	0.2 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"35-44 years"	"35-44"	4	1957261	0.2 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"45-54 years"	"45-54"	7	1454408	0.5 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"55-64 years"	"55-64"	10	1305268	0.8 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"65-74 years"	"65-74"	7	881541	0.8 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"75-84 years"	"75-84"	2	457720	0.4 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"85+ years"	"85+"	2	127316	1.6 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"10-14 years"	"10-14"	9	1292522	0.7 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"15-19 years"	"15-19"	97	1310787	7.4
	"Texas"	"48"	"1983"	"1983"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"20-24 years"	"20-24"	145	1509682	9.6
	"Texas"	"48"	"1983"	"1983"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"25-34 years"	"25-34"	272	2890690	9.4
	"Texas"	"48"	"1983"	"1983"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"35-44 years"	"35-44"	186	1957261	9.5
	"Texas"	"48"	"1983"	"1983"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"45-54 years"	"45-54"	137	1454408	9.4
	"Texas"	"48"	"1983"	"1983"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"55-64 years"	"55-64"	171	1305268	13.1
	"Texas"	"48"	"1983"	"1983"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"65-74 years"	"65-74"	110	881541	12.5
	"Texas"	"48"	"1983"	"1983"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"75-84 years"	"75-84"	64	457720	14.0
	"Texas"	"48"	"1983"	"1983"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"85+ years"	"85+"	16	127316	12.6 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Handgun"	"E965.0"	"Homicide"	"3"	"1-4 years"	"1-4"	1	1095536	0.1 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Handgun"	"E965.0"	"Homicide"	"3"	"10-14 years"	"10-14"	1	1292522	0.1 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Handgun"	"E965.0"	"Homicide"	"3"	"15-19 years"	"15-19"	1	1310787	0.1 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Handgun"	"E965.0"	"Homicide"	"3"	"20-24 years"	"20-24"	5	1509682	0.3 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Handgun"	"E965.0"	"Homicide"	"3"	"25-34 years"	"25-34"	24	2890690	0.8
	"Texas"	"48"	"1983"	"1983"	"Handgun"	"E965.0"	"Homicide"	"3"	"35-44 years"	"35-44"	16	1957261	0.8 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Handgun"	"E965.0"	"Homicide"	"3"	"45-54 years"	"45-54"	4	1454408	0.3 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Handgun"	"E965.0"	"Homicide"	"3"	"55-64 years"	"55-64"	1	1305268	0.1 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Handgun"	"E965.0"	"Homicide"	"3"	"65-74 years"	"65-74"	1	881541	0.1 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Shotgun"	"E965.1"	"Homicide"	"3"	"10-14 years"	"10-14"	2	1292522	0.2 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Shotgun"	"E965.1"	"Homicide"	"3"	"15-19 years"	"15-19"	15	1310787	1.1 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Shotgun"	"E965.1"	"Homicide"	"3"	"20-24 years"	"20-24"	23	1509682	1.5
	"Texas"	"48"	"1983"	"1983"	"Shotgun"	"E965.1"	"Homicide"	"3"	"25-34 years"	"25-34"	48	2890690	1.7
	"Texas"	"48"	"1983"	"1983"	"Shotgun"	"E965.1"	"Homicide"	"3"	"35-44 years"	"35-44"	33	1957261	1.7
	"Texas"	"48"	"1983"	"1983"	"Shotgun"	"E965.1"	"Homicide"	"3"	"45-54 years"	"45-54"	17	1454408	1.2 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Shotgun"	"E965.1"	"Homicide"	"3"	"55-64 years"	"55-64"	2	1305268	0.2 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Shotgun"	"E965.1"	"Homicide"	"3"	"65-74 years"	"65-74"	4	881541	0.5 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Shotgun"	"E965.1"	"Homicide"	"3"	"75-84 years"	"75-84"	3	457720	0.7 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"15-19 years"	"15-19"	5	1310787	0.4 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"20-24 years"	"20-24"	7	1509682	0.5 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"25-34 years"	"25-34"	6	2890690	0.2 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"35-44 years"	"35-44"	3	1957261	0.2 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"45-54 years"	"45-54"	2	1454408	0.1 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"55-64 years"	"55-64"	3	1305268	0.2 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"< 1 year"	"1"	1	295249	0.3 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"1-4 years"	"1-4"	3	1095536	0.3 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"5-9 years"	"5-9"	4	1195086	0.3 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"10-14 years"	"10-14"	7	1292522	0.5 (Unreliable)
	"Texas"	"48"	"1983"	"1983"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"15-19 years"	"15-19"	89	1310787	6.8
	"Texas"	"48"	"1983"	"1983"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"20-24 years"	"20-24"	233	1509682	15.4
	"Texas"	"48"	"1983"	"1983"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"25-34 years"	"25-34"	491	2890690	17.0
	"Texas"	"48"	"1983"	"1983"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"35-44 years"	"35-44"	249	1957261	12.7
	"Texas"	"48"	"1983"	"1983"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"45-54 years"	"45-54"	127	1454408	8.7
	"Texas"	"48"	"1983"	"1983"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"55-64 years"	"55-64"	77	1305268	5.9
	"Texas"	"48"	"1983"	"1983"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"65-74 years"	"65-74"	34	881541	3.9
	"Texas"	"48"	"1983"	"1983"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"75-84 years"	"75-84"	7	457720	1.5 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Handgun"	"E922.0"	"Unintentional "	"1"	"10-14 years"	"10-14"	2	1289772	0.2 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Handgun"	"E922.0"	"Unintentional "	"1"	"15-19 years"	"15-19"	4	1296679	0.3 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Handgun"	"E922.0"	"Unintentional "	"1"	"20-24 years"	"20-24"	6	1503312	0.4 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Handgun"	"E922.0"	"Unintentional "	"1"	"25-34 years"	"25-34"	4	2965620	0.1 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Handgun"	"E922.0"	"Unintentional "	"1"	"45-54 years"	"45-54"	2	1464019	0.1 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Handgun"	"E922.0"	"Unintentional "	"1"	"55-64 years"	"55-64"	1	1321756	0.1 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Handgun"	"E922.0"	"Unintentional "	"1"	"65-74 years"	"65-74"	1	891078	0.1 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"5-9 years"	"5-9"	2	1218223	0.2 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"10-14 years"	"10-14"	2	1289772	0.2 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"15-19 years"	"15-19"	4	1296679	0.3 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"20-24 years"	"20-24"	4	1503312	0.3 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"25-34 years"	"25-34"	3	2965620	0.1 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"35-44 years"	"35-44"	4	2051332	0.2 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"45-54 years"	"45-54"	2	1464019	0.1 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"55-64 years"	"55-64"	4	1321756	0.3 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"65-74 years"	"65-74"	1	891078	0.1 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"75-84 years"	"75-84"	3	471246	0.6 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"1-4 years"	"1-4"	1	1122048	0.1 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"10-14 years"	"10-14"	1	1289772	0.1 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"15-19 years"	"15-19"	4	1296679	0.3 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"20-24 years"	"20-24"	3	1503312	0.2 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"35-44 years"	"35-44"	2	2051332	0.1 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"45-54 years"	"45-54"	2	1464019	0.1 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"55-64 years"	"55-64"	1	1321756	0.1 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"65-74 years"	"65-74"	2	891078	0.2 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"1-4 years"	"1-4"	4	1122048	0.4 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"5-9 years"	"5-9"	3	1218223	0.2 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"10-14 years"	"10-14"	17	1289772	1.3 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"15-19 years"	"15-19"	21	1296679	1.6
	"Texas"	"48"	"1984"	"1984"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"20-24 years"	"20-24"	20	1503312	1.3
	"Texas"	"48"	"1984"	"1984"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"25-34 years"	"25-34"	31	2965620	1.0
	"Texas"	"48"	"1984"	"1984"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"35-44 years"	"35-44"	20	2051332	1.0
	"Texas"	"48"	"1984"	"1984"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"45-54 years"	"45-54"	15	1464019	1.0 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"55-64 years"	"55-64"	9	1321756	0.7 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"65-74 years"	"65-74"	10	891078	1.1 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"75-84 years"	"75-84"	3	471246	0.6 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Handgun"	"E955.0"	"Suicide"	"2"	"15-19 years"	"15-19"	1	1296679	0.1 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Handgun"	"E955.0"	"Suicide"	"2"	"20-24 years"	"20-24"	6	1503312	0.4 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Handgun"	"E955.0"	"Suicide"	"2"	"25-34 years"	"25-34"	20	2965620	0.7
	"Texas"	"48"	"1984"	"1984"	"Handgun"	"E955.0"	"Suicide"	"2"	"35-44 years"	"35-44"	14	2051332	0.7 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Handgun"	"E955.0"	"Suicide"	"2"	"45-54 years"	"45-54"	11	1464019	0.8 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Handgun"	"E955.0"	"Suicide"	"2"	"55-64 years"	"55-64"	12	1321756	0.9 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Handgun"	"E955.0"	"Suicide"	"2"	"65-74 years"	"65-74"	9	891078	1.0 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Handgun"	"E955.0"	"Suicide"	"2"	"75-84 years"	"75-84"	5	471246	1.1 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Handgun"	"E955.0"	"Suicide"	"2"	"85+ years"	"85+"	2	131493	1.5 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun"	"E955.1"	"Suicide"	"2"	"10-14 years"	"10-14"	1	1289772	0.1 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun"	"E955.1"	"Suicide"	"2"	"15-19 years"	"15-19"	11	1296679	0.8 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun"	"E955.1"	"Suicide"	"2"	"20-24 years"	"20-24"	14	1503312	0.9 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun"	"E955.1"	"Suicide"	"2"	"25-34 years"	"25-34"	37	2965620	1.2
	"Texas"	"48"	"1984"	"1984"	"Shotgun"	"E955.1"	"Suicide"	"2"	"35-44 years"	"35-44"	16	2051332	0.8 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun"	"E955.1"	"Suicide"	"2"	"45-54 years"	"45-54"	22	1464019	1.5
	"Texas"	"48"	"1984"	"1984"	"Shotgun"	"E955.1"	"Suicide"	"2"	"55-64 years"	"55-64"	12	1321756	0.9 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun"	"E955.1"	"Suicide"	"2"	"65-74 years"	"65-74"	16	891078	1.8 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun"	"E955.1"	"Suicide"	"2"	"75-84 years"	"75-84"	7	471246	1.5 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun"	"E955.1"	"Suicide"	"2"	"85+ years"	"85+"	1	131493	0.8 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"15-19 years"	"15-19"	3	1296679	0.2 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"20-24 years"	"20-24"	4	1503312	0.3 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"25-34 years"	"25-34"	5	2965620	0.2 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"35-44 years"	"35-44"	8	2051332	0.4 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"45-54 years"	"45-54"	5	1464019	0.3 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"55-64 years"	"55-64"	2	1321756	0.2 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"65-74 years"	"65-74"	4	891078	0.4 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"75-84 years"	"75-84"	4	471246	0.8 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"10-14 years"	"10-14"	9	1289772	0.7 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"15-19 years"	"15-19"	82	1296679	6.3
	"Texas"	"48"	"1984"	"1984"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"20-24 years"	"20-24"	147	1503312	9.8
	"Texas"	"48"	"1984"	"1984"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"25-34 years"	"25-34"	271	2965620	9.1
	"Texas"	"48"	"1984"	"1984"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"35-44 years"	"35-44"	173	2051332	8.4
	"Texas"	"48"	"1984"	"1984"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"45-54 years"	"45-54"	140	1464019	9.6
	"Texas"	"48"	"1984"	"1984"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"55-64 years"	"55-64"	125	1321756	9.5
	"Texas"	"48"	"1984"	"1984"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"65-74 years"	"65-74"	145	891078	16.3
	"Texas"	"48"	"1984"	"1984"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"75-84 years"	"75-84"	75	471246	15.9
	"Texas"	"48"	"1984"	"1984"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"85+ years"	"85+"	16	131493	12.2 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Handgun"	"E965.0"	"Homicide"	"3"	"15-19 years"	"15-19"	2	1296679	0.2 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Handgun"	"E965.0"	"Homicide"	"3"	"20-24 years"	"20-24"	8	1503312	0.5 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Handgun"	"E965.0"	"Homicide"	"3"	"25-34 years"	"25-34"	7	2965620	0.2 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Handgun"	"E965.0"	"Homicide"	"3"	"35-44 years"	"35-44"	8	2051332	0.4 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Handgun"	"E965.0"	"Homicide"	"3"	"45-54 years"	"45-54"	4	1464019	0.3 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Handgun"	"E965.0"	"Homicide"	"3"	"55-64 years"	"55-64"	2	1321756	0.2 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Handgun"	"E965.0"	"Homicide"	"3"	"65-74 years"	"65-74"	1	891078	0.1 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun"	"E965.1"	"Homicide"	"3"	"10-14 years"	"10-14"	7	1289772	0.5 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun"	"E965.1"	"Homicide"	"3"	"15-19 years"	"15-19"	8	1296679	0.6 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun"	"E965.1"	"Homicide"	"3"	"20-24 years"	"20-24"	19	1503312	1.3 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun"	"E965.1"	"Homicide"	"3"	"25-34 years"	"25-34"	42	2965620	1.4
	"Texas"	"48"	"1984"	"1984"	"Shotgun"	"E965.1"	"Homicide"	"3"	"35-44 years"	"35-44"	25	2051332	1.2
	"Texas"	"48"	"1984"	"1984"	"Shotgun"	"E965.1"	"Homicide"	"3"	"45-54 years"	"45-54"	11	1464019	0.8 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun"	"E965.1"	"Homicide"	"3"	"55-64 years"	"55-64"	6	1321756	0.5 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun"	"E965.1"	"Homicide"	"3"	"65-74 years"	"65-74"	4	891078	0.4 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Shotgun"	"E965.1"	"Homicide"	"3"	"85+ years"	"85+"	1	131493	0.8 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"15-19 years"	"15-19"	1	1296679	0.1 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"20-24 years"	"20-24"	7	1503312	0.5 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"25-34 years"	"25-34"	5	2965620	0.2 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"35-44 years"	"35-44"	1	2051332	0.0 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"45-54 years"	"45-54"	3	1464019	0.2 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"55-64 years"	"55-64"	1	1321756	0.1 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"65-74 years"	"65-74"	1	891078	0.1 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"75-84 years"	"75-84"	1	471246	0.2 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"1-4 years"	"1-4"	4	1122048	0.4 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"5-9 years"	"5-9"	3	1218223	0.2 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"10-14 years"	"10-14"	13	1289772	1.0 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"15-19 years"	"15-19"	82	1296679	6.3
	"Texas"	"48"	"1984"	"1984"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"20-24 years"	"20-24"	227	1503312	15.1
	"Texas"	"48"	"1984"	"1984"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"25-34 years"	"25-34"	408	2965620	13.8
	"Texas"	"48"	"1984"	"1984"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"35-44 years"	"35-44"	239	2051332	11.7
	"Texas"	"48"	"1984"	"1984"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"45-54 years"	"45-54"	113	1464019	7.7
	"Texas"	"48"	"1984"	"1984"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"55-64 years"	"55-64"	70	1321756	5.3
	"Texas"	"48"	"1984"	"1984"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"65-74 years"	"65-74"	19	891078	2.1 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"75-84 years"	"75-84"	12	471246	2.5 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"85+ years"	"85+"	1	131493	0.8 (Unreliable)
	"Texas"	"48"	"1984"	"1984"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"Not Stated"	"NS"	1	Not Applicable	Not Applicable
	"Texas"	"48"	"1985"	"1985"	"Handgun"	"E922.0"	"Unintentional "	"1"	"10-14 years"	"10-14"	5	1282074	0.4 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Handgun"	"E922.0"	"Unintentional "	"1"	"15-19 years"	"15-19"	4	1303829	0.3 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Handgun"	"E922.0"	"Unintentional "	"1"	"20-24 years"	"20-24"	4	1486180	0.3 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Handgun"	"E922.0"	"Unintentional "	"1"	"25-34 years"	"25-34"	4	3040423	0.1 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Handgun"	"E922.0"	"Unintentional "	"1"	"45-54 years"	"45-54"	3	1475726	0.2 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Handgun"	"E922.0"	"Unintentional "	"1"	"75-84 years"	"75-84"	1	486065	0.2 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"< 1 year"	"1"	1	308164	0.3 (Unreliable)
	"Texas"	"48"	"1985"	"1985"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"10-14 years"	"10-14"	3	1282074	0.2 (Unreliable)
