"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	"Injury Intent"	"Injury Intent Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"California"	"06"	"1981"	"1981"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"45-54 years"	"45-54"	124	2349612	5.3
	"California"	"06"	"1981"	"1981"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"55-64 years"	"55-64"	136	2226881	6.1
	"California"	"06"	"1981"	"1981"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"65-74 years"	"65-74"	111	1513488	7.3
	"California"	"06"	"1981"	"1981"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"75-84 years"	"75-84"	58	749844	7.7
	"California"	"06"	"1981"	"1981"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"85+ years"	"85+"	21	227754	9.2
	"California"	"06"	"1981"	"1981"	"Handgun"	"E965.0"	"Homicide"	"3"	"15-19 years"	"15-19"	10	2077967	0.5 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Handgun"	"E965.0"	"Homicide"	"3"	"20-24 years"	"20-24"	18	2407758	0.7 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Handgun"	"E965.0"	"Homicide"	"3"	"25-34 years"	"25-34"	39	4544551	0.9
	"California"	"06"	"1981"	"1981"	"Handgun"	"E965.0"	"Homicide"	"3"	"35-44 years"	"35-44"	17	2941526	0.6 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Handgun"	"E965.0"	"Homicide"	"3"	"45-54 years"	"45-54"	8	2349612	0.3 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Handgun"	"E965.0"	"Homicide"	"3"	"55-64 years"	"55-64"	8	2226881	0.4 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Handgun"	"E965.0"	"Homicide"	"3"	"65-74 years"	"65-74"	2	1513488	0.1 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Handgun"	"E965.0"	"Homicide"	"3"	"75-84 years"	"75-84"	2	749844	0.3 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Shotgun"	"E965.1"	"Homicide"	"3"	"1-4 years"	"1-4"	1	1449882	0.1 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Shotgun"	"E965.1"	"Homicide"	"3"	"5-9 years"	"5-9"	1	1614912	0.1 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Shotgun"	"E965.1"	"Homicide"	"3"	"10-14 years"	"10-14"	7	1819372	0.4 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Shotgun"	"E965.1"	"Homicide"	"3"	"15-19 years"	"15-19"	29	2077967	1.4
	"California"	"06"	"1981"	"1981"	"Shotgun"	"E965.1"	"Homicide"	"3"	"20-24 years"	"20-24"	40	2407758	1.7
	"California"	"06"	"1981"	"1981"	"Shotgun"	"E965.1"	"Homicide"	"3"	"25-34 years"	"25-34"	63	4544551	1.4
	"California"	"06"	"1981"	"1981"	"Shotgun"	"E965.1"	"Homicide"	"3"	"35-44 years"	"35-44"	27	2941526	0.9
	"California"	"06"	"1981"	"1981"	"Shotgun"	"E965.1"	"Homicide"	"3"	"45-54 years"	"45-54"	17	2349612	0.7 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Shotgun"	"E965.1"	"Homicide"	"3"	"55-64 years"	"55-64"	9	2226881	0.4 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Shotgun"	"E965.1"	"Homicide"	"3"	"65-74 years"	"65-74"	7	1513488	0.5 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Shotgun"	"E965.1"	"Homicide"	"3"	"85+ years"	"85+"	1	227754	0.4 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"10-14 years"	"10-14"	2	1819372	0.1 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"15-19 years"	"15-19"	3	2077967	0.1 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"20-24 years"	"20-24"	5	2407758	0.2 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"25-34 years"	"25-34"	10	4544551	0.2 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"35-44 years"	"35-44"	7	2941526	0.2 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"45-54 years"	"45-54"	1	2349612	0.0 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"75-84 years"	"75-84"	1	749844	0.1 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"< 1 year"	"1"	3	420726	0.7 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"1-4 years"	"1-4"	6	1449882	0.4 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"5-9 years"	"5-9"	3	1614912	0.2 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"10-14 years"	"10-14"	19	1819372	1.0 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"15-19 years"	"15-19"	224	2077967	10.8
	"California"	"06"	"1981"	"1981"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"20-24 years"	"20-24"	354	2407758	14.7
	"California"	"06"	"1981"	"1981"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"25-34 years"	"25-34"	507	4544551	11.2
	"California"	"06"	"1981"	"1981"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"35-44 years"	"35-44"	220	2941526	7.5
	"California"	"06"	"1981"	"1981"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"45-54 years"	"45-54"	137	2349612	5.8
	"California"	"06"	"1981"	"1981"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"55-64 years"	"55-64"	74	2226881	3.3
	"California"	"06"	"1981"	"1981"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"65-74 years"	"65-74"	22	1513488	1.5
	"California"	"06"	"1981"	"1981"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"75-84 years"	"75-84"	6	749844	0.8 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"85+ years"	"85+"	3	227754	1.3 (Unreliable)
	"California"	"06"	"1981"	"1981"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"Not Stated"	"NS"	6	Not Applicable	Not Applicable
	"California"	"06"	"1982"	"1982"	"Handgun"	"E922.0"	"Unintentional "	"1"	"1-4 years"	"1-4"	1	1518969	0.1 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Handgun"	"E922.0"	"Unintentional "	"1"	"10-14 years"	"10-14"	1	1823241	0.1 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Handgun"	"E922.0"	"Unintentional "	"1"	"15-19 years"	"15-19"	6	2035321	0.3 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Handgun"	"E922.0"	"Unintentional "	"1"	"20-24 years"	"20-24"	6	2429002	0.2 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Handgun"	"E922.0"	"Unintentional "	"1"	"25-34 years"	"25-34"	7	4693273	0.1 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Handgun"	"E922.0"	"Unintentional "	"1"	"35-44 years"	"35-44"	3	3152881	0.1 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Handgun"	"E922.0"	"Unintentional "	"1"	"45-54 years"	"45-54"	1	2348666	0.0 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Handgun"	"E922.0"	"Unintentional "	"1"	"55-64 years"	"55-64"	2	2239573	0.1 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"15-19 years"	"15-19"	4	2035321	0.2 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"20-24 years"	"20-24"	1	2429002	0.0 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"25-34 years"	"25-34"	2	4693273	0.0 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"10-14 years"	"10-14"	1	1823241	0.1 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"15-19 years"	"15-19"	4	2035321	0.2 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"20-24 years"	"20-24"	4	2429002	0.2 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"25-34 years"	"25-34"	5	4693273	0.1 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"35-44 years"	"35-44"	1	3152881	0.0 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"45-54 years"	"45-54"	1	2348666	0.0 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"1-4 years"	"1-4"	2	1518969	0.1 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"5-9 years"	"5-9"	1	1643605	0.1 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"10-14 years"	"10-14"	6	1823241	0.3 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"15-19 years"	"15-19"	8	2035321	0.4 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"20-24 years"	"20-24"	10	2429002	0.4 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"25-34 years"	"25-34"	13	4693273	0.3 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"35-44 years"	"35-44"	6	3152881	0.2 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"45-54 years"	"45-54"	5	2348666	0.2 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"Not Stated"	"NS"	1	Not Applicable	Not Applicable
	"California"	"06"	"1982"	"1982"	"Handgun"	"E955.0"	"Suicide"	"2"	"10-14 years"	"10-14"	1	1823241	0.1 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Handgun"	"E955.0"	"Suicide"	"2"	"15-19 years"	"15-19"	19	2035321	0.9 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Handgun"	"E955.0"	"Suicide"	"2"	"20-24 years"	"20-24"	34	2429002	1.4
	"California"	"06"	"1982"	"1982"	"Handgun"	"E955.0"	"Suicide"	"2"	"25-34 years"	"25-34"	97	4693273	2.1
	"California"	"06"	"1982"	"1982"	"Handgun"	"E955.0"	"Suicide"	"2"	"35-44 years"	"35-44"	67	3152881	2.1
	"California"	"06"	"1982"	"1982"	"Handgun"	"E955.0"	"Suicide"	"2"	"45-54 years"	"45-54"	62	2348666	2.6
	"California"	"06"	"1982"	"1982"	"Handgun"	"E955.0"	"Suicide"	"2"	"55-64 years"	"55-64"	68	2239573	3.0
	"California"	"06"	"1982"	"1982"	"Handgun"	"E955.0"	"Suicide"	"2"	"65-74 years"	"65-74"	61	1548022	3.9
	"California"	"06"	"1982"	"1982"	"Handgun"	"E955.0"	"Suicide"	"2"	"75-84 years"	"75-84"	33	771953	4.3
	"California"	"06"	"1982"	"1982"	"Handgun"	"E955.0"	"Suicide"	"2"	"85+ years"	"85+"	15	235780	6.4 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Shotgun"	"E955.1"	"Suicide"	"2"	"10-14 years"	"10-14"	2	1823241	0.1 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Shotgun"	"E955.1"	"Suicide"	"2"	"15-19 years"	"15-19"	24	2035321	1.2
	"California"	"06"	"1982"	"1982"	"Shotgun"	"E955.1"	"Suicide"	"2"	"20-24 years"	"20-24"	32	2429002	1.3
	"California"	"06"	"1982"	"1982"	"Shotgun"	"E955.1"	"Suicide"	"2"	"25-34 years"	"25-34"	66	4693273	1.4
	"California"	"06"	"1982"	"1982"	"Shotgun"	"E955.1"	"Suicide"	"2"	"35-44 years"	"35-44"	33	3152881	1.0
	"California"	"06"	"1982"	"1982"	"Shotgun"	"E955.1"	"Suicide"	"2"	"45-54 years"	"45-54"	28	2348666	1.2
	"California"	"06"	"1982"	"1982"	"Shotgun"	"E955.1"	"Suicide"	"2"	"55-64 years"	"55-64"	22	2239573	1.0
	"California"	"06"	"1982"	"1982"	"Shotgun"	"E955.1"	"Suicide"	"2"	"65-74 years"	"65-74"	20	1548022	1.3
	"California"	"06"	"1982"	"1982"	"Shotgun"	"E955.1"	"Suicide"	"2"	"75-84 years"	"75-84"	9	771953	1.2 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Shotgun"	"E955.1"	"Suicide"	"2"	"85+ years"	"85+"	1	235780	0.4 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"10-14 years"	"10-14"	1	1823241	0.1 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"15-19 years"	"15-19"	6	2035321	0.3 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"20-24 years"	"20-24"	26	2429002	1.1
	"California"	"06"	"1982"	"1982"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"25-34 years"	"25-34"	43	4693273	0.9
	"California"	"06"	"1982"	"1982"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"35-44 years"	"35-44"	28	3152881	0.9
	"California"	"06"	"1982"	"1982"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"45-54 years"	"45-54"	14	2348666	0.6 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"55-64 years"	"55-64"	11	2239573	0.5 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"65-74 years"	"65-74"	10	1548022	0.6 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"75-84 years"	"75-84"	7	771953	0.9 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Hunting rifle"	"E955.2"	"Suicide"	"2"	"85+ years"	"85+"	2	235780	0.8 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Military firearms"	"E955.3"	"Suicide"	"2"	"25-34 years"	"25-34"	1	4693273	0.0 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"10-14 years"	"10-14"	5	1823241	0.3 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"15-19 years"	"15-19"	48	2035321	2.4
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"20-24 years"	"20-24"	136	2429002	5.6
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"25-34 years"	"25-34"	266	4693273	5.7
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"35-44 years"	"35-44"	137	3152881	4.3
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"45-54 years"	"45-54"	117	2348666	5.0
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"55-64 years"	"55-64"	145	2239573	6.5
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"65-74 years"	"65-74"	115	1548022	7.4
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"75-84 years"	"75-84"	59	771953	7.6
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"85+ years"	"85+"	21	235780	8.9
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E955.4"	"Suicide"	"2"	"Not Stated"	"NS"	1	Not Applicable	Not Applicable
	"California"	"06"	"1982"	"1982"	"Handgun"	"E965.0"	"Homicide"	"3"	"5-9 years"	"5-9"	2	1643605	0.1 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Handgun"	"E965.0"	"Homicide"	"3"	"15-19 years"	"15-19"	9	2035321	0.4 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Handgun"	"E965.0"	"Homicide"	"3"	"20-24 years"	"20-24"	17	2429002	0.7 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Handgun"	"E965.0"	"Homicide"	"3"	"25-34 years"	"25-34"	39	4693273	0.8
	"California"	"06"	"1982"	"1982"	"Handgun"	"E965.0"	"Homicide"	"3"	"35-44 years"	"35-44"	24	3152881	0.8
	"California"	"06"	"1982"	"1982"	"Handgun"	"E965.0"	"Homicide"	"3"	"45-54 years"	"45-54"	18	2348666	0.8 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Handgun"	"E965.0"	"Homicide"	"3"	"55-64 years"	"55-64"	5	2239573	0.2 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Handgun"	"E965.0"	"Homicide"	"3"	"65-74 years"	"65-74"	4	1548022	0.3 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Handgun"	"E965.0"	"Homicide"	"3"	"75-84 years"	"75-84"	1	771953	0.1 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Handgun"	"E965.0"	"Homicide"	"3"	"85+ years"	"85+"	1	235780	0.4 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Shotgun"	"E965.1"	"Homicide"	"3"	"< 1 year"	"1"	1	429897	0.2 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Shotgun"	"E965.1"	"Homicide"	"3"	"10-14 years"	"10-14"	2	1823241	0.1 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Shotgun"	"E965.1"	"Homicide"	"3"	"15-19 years"	"15-19"	17	2035321	0.8 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Shotgun"	"E965.1"	"Homicide"	"3"	"20-24 years"	"20-24"	29	2429002	1.2
	"California"	"06"	"1982"	"1982"	"Shotgun"	"E965.1"	"Homicide"	"3"	"25-34 years"	"25-34"	57	4693273	1.2
	"California"	"06"	"1982"	"1982"	"Shotgun"	"E965.1"	"Homicide"	"3"	"35-44 years"	"35-44"	26	3152881	0.8
	"California"	"06"	"1982"	"1982"	"Shotgun"	"E965.1"	"Homicide"	"3"	"45-54 years"	"45-54"	16	2348666	0.7 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Shotgun"	"E965.1"	"Homicide"	"3"	"55-64 years"	"55-64"	4	2239573	0.2 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Shotgun"	"E965.1"	"Homicide"	"3"	"65-74 years"	"65-74"	2	1548022	0.1 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Shotgun"	"E965.1"	"Homicide"	"3"	"85+ years"	"85+"	1	235780	0.4 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"15-19 years"	"15-19"	3	2035321	0.1 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"20-24 years"	"20-24"	3	2429002	0.1 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"25-34 years"	"25-34"	4	4693273	0.1 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"35-44 years"	"35-44"	3	3152881	0.1 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"55-64 years"	"55-64"	3	2239573	0.1 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"65-74 years"	"65-74"	4	1548022	0.3 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Hunting rifle"	"E965.2"	"Homicide"	"3"	"75-84 years"	"75-84"	1	771953	0.1 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"< 1 year"	"1"	2	429897	0.5 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"1-4 years"	"1-4"	7	1518969	0.5 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"5-9 years"	"5-9"	5	1643605	0.3 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"10-14 years"	"10-14"	14	1823241	0.8 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"15-19 years"	"15-19"	155	2035321	7.6
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"20-24 years"	"20-24"	290	2429002	11.9
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"25-34 years"	"25-34"	468	4693273	10.0
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"35-44 years"	"35-44"	224	3152881	7.1
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"45-54 years"	"45-54"	109	2348666	4.6
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"55-64 years"	"55-64"	53	2239573	2.4
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"65-74 years"	"65-74"	28	1548022	1.8
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"75-84 years"	"75-84"	11	771953	1.4 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"85+ years"	"85+"	3	235780	1.3 (Unreliable)
	"California"	"06"	"1982"	"1982"	"Other and unspecified firearm"	"E965.4"	"Homicide"	"3"	"Not Stated"	"NS"	4	Not Applicable	Not Applicable
	"California"	"06"	"1983"	"1983"	"Handgun"	"E922.0"	"Unintentional "	"1"	"1-4 years"	"1-4"	1	1591054	0.1 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Handgun"	"E922.0"	"Unintentional "	"1"	"10-14 years"	"10-14"	3	1819318	0.2 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Handgun"	"E922.0"	"Unintentional "	"1"	"15-19 years"	"15-19"	8	1997555	0.4 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Handgun"	"E922.0"	"Unintentional "	"1"	"20-24 years"	"20-24"	7	2448304	0.3 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Handgun"	"E922.0"	"Unintentional "	"1"	"25-34 years"	"25-34"	13	4862382	0.3 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Handgun"	"E922.0"	"Unintentional "	"1"	"35-44 years"	"35-44"	5	3320453	0.2 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Handgun"	"E922.0"	"Unintentional "	"1"	"45-54 years"	"45-54"	5	2361967	0.2 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Handgun"	"E922.0"	"Unintentional "	"1"	"55-64 years"	"55-64"	1	2248127	0.0 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"10-14 years"	"10-14"	5	1819318	0.3 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"15-19 years"	"15-19"	3	1997555	0.2 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"20-24 years"	"20-24"	2	2448304	0.1 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"25-34 years"	"25-34"	2	4862382	0.0 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"65-74 years"	"65-74"	1	1586368	0.1 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Shotgun (automatic)"	"E922.1"	"Unintentional "	"1"	"75-84 years"	"75-84"	2	794403	0.3 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"1-4 years"	"1-4"	1	1591054	0.1 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"5-9 years"	"5-9"	1	1688281	0.1 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"10-14 years"	"10-14"	4	1819318	0.2 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"15-19 years"	"15-19"	3	1997555	0.2 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"20-24 years"	"20-24"	2	2448304	0.1 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"25-34 years"	"25-34"	1	4862382	0.0 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"45-54 years"	"45-54"	1	2361967	0.0 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Hunting rifle"	"E922.2"	"Unintentional "	"1"	"55-64 years"	"55-64"	1	2248127	0.0 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"5-9 years"	"5-9"	1	1688281	0.1 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"10-14 years"	"10-14"	7	1819318	0.4 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"15-19 years"	"15-19"	9	1997555	0.5 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"20-24 years"	"20-24"	12	2448304	0.5 (Unreliable)
	"California"	"06"	"1983"	"1983"	"Unspecified firearm missile"	"E922.9"	"Unintentional "	"1"	"25-34 years"	"25-34"	14	4862382	0.3 (Unreliable)
